index_code,名称,trade_year,trade_week,trade_date,total_mv,total_earnings,total_earnings_ttm,total_book_value,pe,pb,pe_ttm
000015.SH,红利指数,2022,25,20220624,905420102.8278,167981851.244559,171950896.57055044,1436002805.6968877,5.3899876452107325,0.6305141600251974,5.265573607848631
000015.SH,红利指数,2022,26,20220701,919458861.1707,167981489.62641105,171951662.58300775,1434371437.9901528,5.473572494300212,0.6410186628221275,5.347193783176371
000015.SH,红利指数,2022,27,20220708,905077662.4320999,167981194.72466046,172029821.80560583,1422227402.5816877,5.387970146989496,0.6363804134199387,5.261167237938781
000015.SH,红利指数,2022,28,20220715,845121835.3564,167980889.51215824,172151075.16097566,1388006872.8078926,5.031059412834168,0.6088743880977665,4.9091870879466795
000015.SH,红利指数,2022,29,20220722,855219150.8568,167981826.50678024,172151418.33423668,1387724578.4322093,5.091140920665492,0.6162744136325591,4.9678309893234145
000015.SH,红利指数,2022,30,20220729,853789813.9312999,167981251.80481255,172151508.7996218,1386036969.850434,5.082649431160147,0.6159935358891845,4.95952559396433
000015.SH,红利指数,2022,31,20220805,842854901.7831,167981119.13440344,172147362.420601,1385695436.342202,5.017557366722405,0.6082540792715393,4.896124401393878
000015.SH,红利指数,2022,32,20220812,854169160.0771,167981742.74231255,172147033.13654017,1385742273.517488,5.084892834975602,0.6163982844435614,4.961858154125764
000015.SH,红利指数,2022,33,20220819,855601164.6967,167981802.3597756,172147786.98942044,1386256485.6507766,5.093415790742697,0.6172026414686449,4.970154886448131
000015.SH,红利指数,2022,34,20220826,863974129.1996,167980825.97403592,171824613.06427678,1387233398.443547,5.143290159396768,0.6228037258683108,5.028232648348239
000015.SH,红利指数,2022,35,20220902,865304232.6509,167981766.93155074,174844823.77229553,1431276917.0602417,5.1511794908282775,0.6045680066078225,4.948983984666345
000015.SH,红利指数,2022,36,20220909,886685373.2204,167981208.5712405,174845440.67975628,1431185221.8141477,5.278479544004224,0.6195462052748502,5.071252471744097
000015.SH,红利指数,2022,37,20220916,869643143.3568,167981135.06080037,174845172.09414452,1431215191.3042743,5.1770286171839155,0.6076257076088533,4.973789856139378
000015.SH,红利指数,2022,38,20220923,878451423.1978,167981644.8458297,174845055.71248168,1429303076.5427117,5.229448872250452,0.6146012260203438,5.024170798643235
000015.SH,红利指数,2022,39,20220930,869143899.1385,167980944.53703433,174845113.50219166,1429289913.6661277,5.17406246008387,0.6080948944144904,4.97093617161686
000015.SH,红利指数,2022,41,20221014,865571576.8766999,167981451.80537024,174845579.27306712,1428881738.7614975,5.152780664615189,0.6057685205123734,4.950491630817177
000015.SH,红利指数,2022,42,20221021,863206009.3171,167981125.31086197,174846217.8461976,1428875262.1837256,5.138708338330696,0.6041157210587278,4.936944132680146
000015.SH,红利指数,2022,43,20221028,837685135.9927,167982228.94147098,174072624.1194689,1432693593.8637571,4.9867485463868295,0.5846924559309227,4.812273843920357
000015.SH,红利指数,2022,44,20221104,827021383.0892,167981679.37243825,175578750.4079446,1475744238.9692214,4.9232832186156505,0.5604096978666563,4.710258964525464
000015.SH,红利指数,2022,45,20221111,842490843.6411,167981919.38398874,175578986.4404276,1475680346.1971157,5.015366217570451,0.5709168966112688,4.798358053666917
000015.SH,红利指数,2022,46,20221118,834086196.3493,167981711.97635823,175579556.93365103,1475739173.351402,4.965339301141838,0.5651989263489504,4.7504744340167635
000015.SH,红利指数,2022,47,20221125,868179207.6043,167981459.49115023,175578343.9792894,1475730232.741238,5.168303753486785,0.5883048190939454,4.944682743486334
000015.SH,红利指数,2022,48,20221202,857784986.4981,167981057.90672165,175577958.82155168,1475718425.7072802,5.106438768676051,0.5812660271467317,4.885493556568272
000015.SH,红利指数,2022,49,20221209,872571696.0444,167981169.14341918,175578754.9330996,1475686883.549802,5.194461382152988,0.5912986730256806,4.969688367917144
000015.SH,红利指数,2022,50,20221216,868915644.889,167980929.58858573,175578441.7225964,1475749781.1789424,5.1727041100268005,0.5887960519938844,4.9488743399479285
000015.SH,红利指数,2022,51,20221223,848718820.7531,167981275.60585,175578775.27920452,1475723326.5094998,5.052460863224586,0.575120556480298,4.833834951881123
000015.SH,红利指数,2022,52,20221230,856877997.9805,167981579.3647595,175579135.38810864,1475559312.4423862,5.101023583781488,0.5807140321334641,4.8802951221192385
000015.SH,红利指数,2023,1,20230106,859487800.0924,168528241.6229891,175926458.10558876,1468360195.2146623,5.099963019937879,0.5853385313041326,4.88549482179961
000015.SH,红利指数,2023,2,20230113,865811846.6803,168527969.87748396,176038037.14526555,1469170625.469172,5.137496448273398,0.5893201454417913,4.918322543927465
000015.SH,红利指数,2023,3,20230120,867638591.3131001,168528551.33872265,175950346.71431723,1469170054.7109056,5.148318100529139,0.5905637598118816,4.931155905716096
000015.SH,红利指数,2023,5,20230203,858883629.647,168528369.10305077,175949985.99828577,1469177304.294643,5.096374184466324,0.5846017544215693,4.88140777490808
000015.SH,红利指数,2023,6,20230210,859786049.0174,168527862.29974422,175951118.91452712,1469241735.0543528,5.10174422961695,0.5851903253929779,4.886505151666945
000015.SH,红利指数,2023,7,20230217,853318914.0196,168529075.19580832,175950542.0479308,1469210774.2953122,5.063333511016762,0.5808008823164827,4.849765758534275
000015.SH,红利指数,2023,8,20230224,865632104.6819,168528195.56602508,175949840.7746301,1469166893.4049573,5.136423028648445,0.5891992996627508,4.919766342901482
000015.SH,红利指数,2023,9,20230303,889089347.0935,168527641.1531497,175950716.3371473,1469176777.38365,5.275629214352671,0.6051615848957363,5.053058979253457
000015.SH,红利指数,2023,10,20230310,879867405.0338,168719372.40420535,175830329.16574338,1469795696.7243059,5.214975568578331,0.598632454153143,5.004070738014762
000015.SH,红利指数,2023,11,20230317,910712314.8694,168718950.69657618,175814765.37096766,1469927510.2068439,5.397806891931324,0.6195627393498114,5.179953532047236
000015.SH,红利指数,2023,12,20230324,905494058.7147,169303324.45881382,175816044.15224603,1471552262.3463483,5.348353681826126,0.6153325857899979,5.150235651591598
000015.SH,红利指数,2023,13,20230331,905180226.9365,175554833.27444977,176184531.7186671,1501148718.9240656,5.156111113850146,0.6029917059685329,5.137682735859577
000015.SH,红利指数,2023,14,20230407,916550745.0402,175834331.23827505,176183794.86861053,1501057348.2253745,5.212581289362496,0.6106034164009739,5.202242043450817
000015.SH,红利指数,2023,15,20230413,938620262.1556,176039443.01966974,176301547.2645842,1501024872.9301176,5.331874755197466,0.6253195926882544,5.3239479557542815
000016.SH,上证50,2019,1,20190104,1720269342.9238,184778806.95812365,202016254.5648857,1593523336.1266415,9.309884457223841,1.0795382181884066,8.51549963951671
000016.SH,上证50,2019,2,20190111,1755773680.6303,185921969.69428977,203098271.02939948,1608845847.830353,9.443605204469954,1.0913249911407548,8.644946467201304
000016.SH,上证50,2019,3,20190118,1797689959.9799001,185922072.75089484,203306537.59883225,1612036852.3906827,9.66905076616971,1.1151667887206735,8.842263417653253
000016.SH,上证50,2019,4,20190125,1819289723.115,185922041.16417277,203316907.51774296,1617269814.646613,9.785228861103842,1.1249141649951158,8.9480493547062
000016.SH,上证50,2019,5,20190201,1860926174.2446,185921686.51793304,201925553.54241806,1617690361.8191156,10.00919370460371,1.1503599317683777,9.215902304577213
000016.SH,上证50,2019,7,20190215,1862608000.2498,185921649.13348308,201925199.4507059,1622938334.0714343,10.018241603012752,1.1476763849536482,9.22424742090945
000016.SH,上证50,2019,8,20190222,1924176466.3794,186007039.51346532,201951607.4425822,1623007723.234144,10.34464325335443,1.1855621133737562,9.527908644780021
000016.SH,上证50,2019,9,20190301,2056790818.5348,186050723.22457495,201811111.3503586,1623174642.7716558,11.055000393909374,1.2671408019427421,10.191662910790196
000016.SH,上证50,2019,10,20190308,1963674419.1569,186050712.82487175,201810783.0071238,1623190834.8651743,10.554511666963045,1.2097618942753623,9.730275012547686
000016.SH,上证50,2019,11,20190315,1995297730.487,188247751.68965316,202484631.08947548,1626119289.9737797,10.599317721342377,1.2270303555154143,9.854070008924788
000016.SH,上证50,2019,12,20190322,2016771638.752,192355018.01552016,202680779.28800312,1625479399.931814,10.484632319751997,1.2407242065550632,9.950482950759874
000016.SH,上证50,2019,13,20190329,2018944995.9323,196594167.18444052,201637243.66703972,1636032519.4046588,10.269607816177823,1.2340494287161117,10.012758353641011
000016.SH,上证50,2019,14,20190404,2101417355.7489,198493072.18371385,200714708.59713736,1647210795.4256964,10.586854909495017,1.275742826348962,10.469672952403005
000016.SH,上证50,2019,15,20190412,2073134851.0472,199023161.37851986,201093014.28190687,1647422618.751329,10.416550700369635,1.2584110643196955,10.309333014129114
000016.SH,上证50,2019,16,20190419,2159008719.1799,199367316.60189947,201143941.33047727,1647324785.2100904,10.829301191283276,1.3106150885142862,10.733650265073969
000016.SH,上证50,2019,17,20190426,2054359251.6774,200567896.87701288,202610313.54256016,1657746301.3021095,10.242712236929531,1.2392482794645738,10.139460404348386
000016.SH,上证50,2019,18,20190430,2081952214.4545,201001298.24431533,207187230.94849974,1708671108.5808377,10.357904315244298,1.218462818267991,10.048651188219258
000016.SH,上证50,2019,19,20190510,1978563848.8023,201001618.45660162,207187019.5885953,1708697186.3623893,9.843521977558071,1.1579370906640423,9.549651579191938
000016.SH,上证50,2019,20,20190517,1942194732.715,201001486.07546005,207186851.4737601,1708732253.0268552,9.662588922282199,1.1366290589263404,9.374121566594567
000016.SH,上证50,2019,21,20190524,1936993720.3446,201001017.22899476,207186877.57802987,1706717755.3442209,9.636735908345369,1.1349232843446546,9.349017384631887
000016.SH,上证50,2019,22,20190531,1950565234.7131,201001280.5310064,207186929.06124783,1705060676.9157495,9.704242826513767,1.1439858188750436,9.414518780460718
000016.SH,上证50,2019,23,20190606,1945431570.7815,201001586.69923365,207186915.99054113,1703641361.6758747,9.67868762992664,1.1419255334748248,9.389741439417518
000016.SH,上证50,2019,24,20190614,1976920759.3308,201001074.48552337,207186701.6867175,1699567630.9083836,9.835374086386702,1.163190404064225,9.541735754450393
000016.SH,上证50,2019,25,20190621,2050941766.2942,201001079.89638692,207187143.99852943,1691949873.5935042,10.203635559328488,1.21217643519086,9.898981793526518
000016.SH,上证50,2019,26,20190628,2043294747.2254,201001413.56785846,207187295.36431968,1686514464.8158917,10.165574017396548,1.2115489015082097,9.862065835805499
000016.SH,上证50,2019,27,20190705,2100951864.8952,199488169.53886878,206016514.3483715,1682802949.0818632,10.531711578444481,1.2484835886706038,10.197977922015102
000016.SH,上证50,2019,28,20190712,2054743154.9573,199488693.88056946,206016304.52774587,1667742644.4423637,10.300048163067528,1.2320504976020061,9.973691935050564
000016.SH,上证50,2019,29,20190719,2048826939.8907,199487800.29360607,206436893.29600644,1668191026.982331,10.270437274235503,1.2281728571558854,9.924713103257764
000016.SH,上证50,2019,30,20190726,2073046056.3176,199488094.57457712,206883722.40402007,1671725111.2009952,10.391828448402004,1.240063956943429,10.020343950836208
000016.SH,上证50,2019,31,20190802,2013163140.158,199488392.72011834,206945442.9575466,1672950365.8000927,10.091630458833071,1.2033609492025783,9.727989712588096
000016.SH,上证50,2019,32,20190809,1965309448.1461,199488317.56948587,206945499.73100597,1672399364.4712803,9.851752082983719,1.1751436229273033,9.496748905874584
000016.SH,上证50,2019,33,20190816,1989626332.7688,199488368.86439624,208874814.53022918,1675464732.1881144,9.973645802484173,1.1875071402848323,9.525448710719758
000016.SH,上证50,2019,34,20190823,2029762213.8615,199488157.0513628,209625929.6965647,1677680623.610261,10.174850697221546,1.2098621068255424,9.682782167261454
000016.SH,上证50,2019,35,20190830,2004791400.4308,199488108.08770725,211637597.91786763,1683947789.909764,10.049678748516529,1.1905306164737024,9.47275635404263
000016.SH,上证50,2019,36,20190906,2077635025.4642,199488291.0488931,212470636.21460485,1691995401.5712473,10.414821915312249,1.2279200188929793,9.778457214039193
000016.SH,上证50,2019,37,20190912,2090370360.9177,199488540.23228768,212470679.8867832,1692013448.2139468,10.47864884109954,1.235433656348447,9.83839446474013
000016.SH,上证50,2019,38,20190920,2067898014.0075,199488334.96119243,212470624.28543106,1690569082.6218154,10.366009693798786,1.223196398931243,9.732630197525589
000016.SH,上证50,2019,39,20190927,2043891917.0180001,199488192.3774284,212470871.0235809,1690344723.3837247,10.245678667291696,1.2091568593928854,9.61963353927777
000016.SH,上证50,2019,40,20190930,2025574883.7072,199488804.0349443,212470280.39216328,1690310090.0852156,10.153827396510842,1.1983451412782387,9.53345041936468
000016.SH,上证50,2019,41,20191011,2078232577.5049,199488852.8635035,212470603.15966803,1690360043.7840827,10.417788000048763,1.2294614896673233,9.78127113397962
000016.SH,上证50,2019,42,20191018,2071266894.6025999,199488069.6001981,212623478.88591754,1691393804.8688874,10.382911112196872,1.2245917471378933,9.741477777785452
000016.SH,上证50,2019,43,20191025,2093346330.0530999,199488231.7114115,213886617.5144077,1695811788.6317062,10.493583065498456,1.2344213810084141,9.787177684981106
000016.SH,上证50,2019,44,20191101,2103623712.8116,199488352.0211652,217561829.009827,1774680706.2201967,10.545095447920744,1.1853533457812828,9.669084519033815
000016.SH,上证50,2019,45,20191108,2108141617.0475,199488438.03794333,217562096.4008037,1774657325.5146947,10.567738350061795,1.1879147521824172,9.689838680188927
000016.SH,上证50,2019,46,20191115,2062207284.0988,199488484.72087908,217561310.80219075,1774670157.7666504,10.337475303319916,1.162022855387394,9.478740850085163
000016.SH,上证50,2019,47,20191122,2043587074.6295,199488234.03454506,217561878.83067894,1774674481.678938,10.244148405642887,1.1515278411487362,9.39313029292211
000016.SH,上证50,2019,48,20191129,2033975313.164,199488463.7077146,217561272.5246792,1774661863.9369752,10.195954569804742,1.1461199197979914,9.348976909175205
000016.SH,上证50,2019,49,20191206,2052459507.65,199488248.2721974,217561488.14454788,1774760611.1994061,10.288623642879772,1.1564711852957574,9.43392842710446
000016.SH,上证50,2019,50,20191213,2099845631.2940001,199488059.3967711,217561871.4915672,1774756412.2875333,10.526172030765608,1.1831739932058902,9.651717081204604
000016.SH,上证50,2019,51,20191220,2114116812.6886,199488422.9150291,217561742.53428966,1775007414.963423,10.597691744693853,1.1910467499270503,9.717318808270699
000016.SH,上证50,2019,52,20191227,2113598737.9543,199488393.26383725,217561710.57881942,1774950676.884564,10.595096302965953,1.1907929417307186,9.71493895838153
000016.SH,上证50,2020,1,20200103,2144551428.2362,194067256.45662963,212893215.15208885,1725999735.6160803,11.05055776740713,1.2424981209343706,10.073366719104474
000016.SH,上证50,2020,2,20200110,2130596805.4322,194067328.11780447,213335368.80267906,1728945437.729538,10.978647596667411,1.2323100306913752,9.98707723613734
000016.SH,上证50,2020,3,20200117,2107867088.8549,194066816.84378743,213476426.2454962,1731325364.9149268,10.861553371855484,1.2174875569725598,9.874004010311046
000016.SH,上证50,2020,4,20200123,2043047015.5342,194067101.64997914,213608226.3145019,1737646072.056236,10.527528871014185,1.175755551368737,9.564458498551266
000016.SH,上证50,2020,6,20200207,1967051045.9262002,194066910.93373603,213607940.62565294,1737665192.2358057,10.135942477065798,1.1320080845926654,9.208698141860976
000016.SH,上证50,2020,7,20200214,1989920771.711,194067286.34900916,213607598.07030755,1737638650.7997508,10.253767181205086,1.145186757209352,9.315777105719013
000016.SH,上证50,2020,8,20200221,2039439781.8099,198267587.40080884,212790692.0740071,1740836809.9272425,10.28629948316797,1.171528411037642,9.584252778785068
000016.SH,上证50,2020,9,20200228,1941959772.5807,198267299.45104384,212785538.13116333,1740911610.0815427,9.794654882361014,1.115484417092112,9.126371038353437
000016.SH,上证50,2020,10,20200306,2023732251.1751,198267409.55097446,212785401.88512522,1740914511.5127301,10.207084743571027,1.162453548288607,9.510672411012653
000016.SH,上证50,2020,11,20200313,1929939421.2317,198267365.91794002,212785262.94662943,1742145226.5143645,9.734024620221534,1.1077947991127404,9.069892315407976
000016.SH,上证50,2020,12,20200320,1830467826.8835,198551294.3598352,212779703.79088044,1742271855.4791303,9.219118076189103,1.0506212455461583,8.602642988367354
000016.SH,上证50,2020,13,20200327,1871722392.4779,206835325.0375833,214310165.24569792,1742713202.4082835,9.049336191183958,1.0740277802976053,8.733707943027555
000016.SH,上证50,2020,14,20200403,1865965834.278,213786604.57346702,216580292.4289727,1766382344.1986213,8.728170027307616,1.056377086425509,8.615584609989119
000016.SH,上证50,2020,15,20200410,1880413732.7767,213787032.23023292,216580533.3638087,1766404770.6968877,8.795733366800436,1.0645429428017414,8.682284153479342
000016.SH,上证50,2020,16,20200417,1915942070.9243999,213693319.30714533,216367141.53036195,1765786351.1920245,8.965849176457318,1.0850361764496652,8.85505099051994
000016.SH,上证50,2020,17,20200424,1885683974.1592999,215075170.1459125,213555140.81891873,1770277300.9899707,8.76755774681012,1.0651912969255108,8.829962916969723
000016.SH,上证50,2020,18,20200430,1939386448.0632,216659185.05716425,207070076.50463685,1819635694.1096387,8.951323469399666,1.0658102906758797,9.365846001509407
000016.SH,上证50,2020,19,20200508,1938014245.2327,216658998.89771295,207069938.43198636,1817212294.9520574,8.944997692653688,1.066476520446297,9.359225486365107
000016.SH,上证50,2020,20,20200515,1907916523.6481001,216659098.85482338,207070110.91190636,1816820026.5429873,8.806076152502307,1.0501406280062036,9.213867299563013
000016.SH,上证50,2020,21,20200522,1881934806.5168,216659073.90694723,207070184.74822384,1816845333.3002484,8.686157346565004,1.0358255444332833,9.088391014887248
000016.SH,上证50,2020,22,20200529,1896184532.8497999,216658973.64293495,207070072.5260173,1817414990.2662084,8.751931669236138,1.0433415279424176,9.157211902804322
000016.SH,上证50,2020,23,20200605,1948840321.4031,216658833.6472918,207069815.90177009,1817220177.491144,8.994972827074758,1.0724293872268527,9.411513275926184
000016.SH,上证50,2020,24,20200612,1934919552.4586,216659284.65981567,207070342.15607855,1813360590.6370008,8.930702210600783,1.067035184534863,9.344262110699374
000016.SH,上证50,2020,25,20200619,1946799750.256,216659277.6974594,207070039.65159464,1816165120.0316296,8.985536049716226,1.0719288289283386,9.40164860900005
000016.SH,上证50,2020,26,20200624,1953380870.366,216658912.89638418,207070143.35771662,1811937770.4306335,9.015926666724265,1.0780617868028384,9.43342598160811
000016.SH,上证50,2020,27,20200703,1985960282.0140002,192098519.1550246,182852782.5293845,1615895211.2977421,10.33823837242243,1.2290155129669917,10.860979278206258
000016.SH,上证50,2020,28,20200710,2088705787.8641,192098734.21000648,182853221.5380461,1605661267.5691004,10.873084596073818,1.3008383711131724,11.422854737232536
000016.SH,上证50,2020,29,20200717,1976102284.1771,192099385.61230248,182860470.55551112,1591794659.1203046,10.286874566924935,1.2414304023794003,10.806612704068334
000016.SH,上证50,2020,30,20200724,1958521809.9354,192099034.24179292,183123894.46525386,1589852562.424195,10.195375617923359,1.2318889538719622,10.695064211333776
000016.SH,上证50,2020,31,20200731,2000642224.3952,192098881.34501818,183467952.1962501,1582832557.1287344,10.414647968730007,1.2639632760804305,10.904586879866482
000016.SH,上证50,2020,32,20200807,2016885093.667,192098948.94358593,183480282.93286303,1585055494.069266,10.499199005296497,1.2724381582938213,10.992380551347827
000016.SH,上证50,2020,33,20200814,2047860863.4468,192098817.2986486,183754948.75186518,1585728441.0253215,10.660455343996574,1.2914322594369732,11.144520881514564
000016.SH,上证50,2020,34,20200821,2049241770.9026,192098729.05359745,183637363.74253282,1584466503.3672388,10.667648771017332,1.2933323402846582,11.159176592056298
000016.SH,上证50,2020,35,20200828,2075450724.5109,192099187.04019615,180604329.41278777,1589189465.8025022,10.804057822881981,1.3059806707583779,11.491699735321776
000016.SH,上证50,2020,36,20200904,2030485995.1732,192098618.35487926,170262511.03001872,1600437496.1076376,10.570018736012559,1.268706838043639,11.925619931772344
000016.SH,上证50,2020,37,20200911,2013504819.8787,192098890.39939234,170262468.12980628,1600457997.4439797,10.481605675558182,1.2580803889226577,11.825887654486634
000016.SH,上证50,2020,38,20200918,2060341739.0529,192098885.3897867,170262544.83537984,1599004815.8019361,10.725422663813344,1.288515030531408,12.100968777630825
000016.SH,上证50,2020,39,20200925,1992815465.2602,192098397.16381517,170263064.1703353,1596857920.8012617,10.373930728640035,1.2479604098154564,11.70433220482006
000016.SH,上证50,2020,40,20200930,1992735714.8898,192098844.9948059,170262800.89451924,1596865506.4228072,10.373491391599366,1.2479045397841895,11.703881907383483
000016.SH,上证50,2020,41,20201009,2015429033.4792,192098767.06920275,170262605.4826373,1596867996.0824578,10.491629197979966,1.2621137366542405,11.83717956016317
000016.SH,上证50,2020,42,20201016,2070652100.2271001,192099019.28481293,170394657.03940865,1597118042.3326538,10.779087305787213,1.2964928360604024,12.152095237048439
000016.SH,上证50,2020,43,20201023,2058829769.1949,192099025.0046952,170458983.7641572,1596817954.7535968,10.717544085112243,1.2893328028194646,12.078153487313086
000016.SH,上证50,2020,44,20201030,2011077272.5842,192099033.23016077,176995572.10678983,1620580233.627796,10.46896092483014,1.2409612500840181,11.36230273247074
000016.SH,上证50,2020,45,20201106,2043785555.6155999,192098735.5881366,175203541.32540318,1653179942.4786823,10.639245226462684,1.2362753158928763,11.6652068796926
000016.SH,上证50,2020,46,20201113,2036090224.4563,192098713.07133624,175203672.4459714,1653182617.9252,10.59918721943855,1.2316184566540278,11.621275947193295
000016.SH,上证50,2020,47,20201120,2076170068.1864,192099055.90326157,175203145.9358023,1653221985.291115,10.80780984801888,1.255832602432279,11.850072994392162
000016.SH,上证50,2020,48,20201127,2136775691.9428,192098930.81144443,175203357.25515133,1652829210.479958,11.123308614560493,1.2927988435794349,12.195974583015444
000016.SH,上证50,2020,49,20201204,2142168054.8037,192099181.2597789,175203334.20965517,1652815087.294775,11.151364835370178,1.296072422904771,12.226753928325918
000016.SH,上证50,2020,50,20201211,2075611595.4536,192098651.66331744,175203447.11913976,1652661166.512386,10.804925372883043,1.2559208369576245,11.846865056497245
000016.SH,上证50,2020,51,20201218,2096493130.3677,192099074.9300482,175203735.95480606,1652676847.4481783,10.913603468060042,1.2685438981037327,11.966029827745752
000016.SH,上证50,2020,52,20201225,2090160091.8381,192099048.64963323,175204138.0345683,1652690872.6082346,10.880637392693775,1.2647011770201542,11.929855740197786
000016.SH,上证50,2020,53,20201231,2149027159.6509,192099195.24186787,175203337.89578784,1654070782.2959673,11.187070080877263,1.29923530640442,12.265903067036064
000016.SH,上证50,2021,1,20210108,2141563542.67,160310411.63630012,145972142.37822452,1353152870.4338837,13.358854991456289,1.5826471564763525,14.671042760481324
000016.SH,上证50,2021,2,20210115,2168247772.762,160310192.20793664,146862467.62824565,1373937266.6384916,13.525327010709269,1.5781272008633174,14.763797774735108
000016.SH,上证50,2021,3,20210122,2154990266.946,160310247.03173983,147146814.40951964,1368881792.189169,13.44262333099227,1.5742705317890568,14.645171053098812
000016.SH,上证50,2021,4,20210129,2094134314.492,160310268.1225769,147535993.73407292,1369295838.2210274,13.063007997034708,1.529351259266715,14.19405706695943
000016.SH,上证50,2021,5,20210205,2139921031.752,159679456.2588228,149810360.41582665,1374899095.1877236,13.40135470077894,1.5564204233182823,14.28419920900163
000016.SH,上证50,2021,6,20210210,2231618573.252,159679787.90314192,149810684.8869846,1371358275.8670516,13.975585780497456,1.6273052874100622,14.896257733121683
000016.SH,上证50,2021,7,20210219,2236308590.59,159679624.10918355,149810832.55371156,1371347912.6239634,14.004971536386432,1.6307375903690293,14.92754931315276
000016.SH,上证50,2021,8,20210226,2123217448.592,159679419.71017143,149810645.98978275,1371366722.3295,13.296750780067827,1.5482492130079937,14.172674008339873
000016.SH,上证50,2021,9,20210305,2108026525.338,159679601.03768057,149804371.1167922,1371564402.2420928,13.201601905559347,1.5369504500787674,14.07186258733743
000016.SH,上证50,2021,10,20210312,2079886223.39,159733484.53305712,149990283.5123729,1372761217.0085778,13.02097822175515,1.5151114393531149,13.866806400285439
000016.SH,上证50,2021,11,20210319,2021477119.261,159992017.74322715,150236634.59710646,1373273232.980403,12.634862337352914,1.472013777530496,13.455287551415461
000016.SH,上证50,2021,12,20210326,2029969762.184,156777226.80849734,150586203.14748746,1371021212.4915676,12.948116276247179,1.4806260790778867,13.480449866949648
000016.SH,上证50,2021,13,20210402,2077986327.156,154008721.98731762,154325651.15882826,1395039059.6175537,13.492653535084324,1.4895542263351926,13.464944495956711
000016.SH,上证50,2021,14,20210409,2031355776.387,154009013.3414601,154326023.9217771,1394930001.6421244,13.189849946530028,1.4562420866965864,13.162755864277493
000016.SH,上证50,2021,15,20210416,2008000503.4459999,154233251.73580647,154598755.5817225,1395920731.1535761,13.019245077485627,1.4384774569445693,12.988464854651111
000016.SH,上证50,2021,16,20210423,2030135655.838,155244185.18226936,155701535.7943398,1397582126.5897036,13.077047964498346,1.4526056231069697,13.038636038372342
000016.SH,上证50,2021,17,20210430,2007208692.715,154428119.7591915,169316536.25429115,1439038684.4380088,12.997689124525726,1.3948260838442157,11.854770580118865
000016.SH,上证50,2021,18,20210507,1976380675.976,154428133.1323922,169315697.63990933,1439017024.5610557,12.798061052008164,1.3734241098216728,11.672755116771572
000016.SH,上证50,2021,19,20210514,2037077216.879,154428315.9748176,169316040.4037176,1438998522.9404345,13.191086129639483,1.4156214786909287,12.031212234952978
000016.SH,上证50,2021,20,20210521,2021832184.879,154428069.68551093,169315819.42038018,1438560871.395719,13.0923878605516,1.4054547326296871,11.941188908398221
000016.SH,上证50,2021,21,20210528,2110378650.215,154428105.28284314,169315970.4189098,1438563815.620863,13.665767940037412,1.4670038459880153,12.46414407922447
000016.SH,上证50,2021,22,20210604,2088107146.547,154428209.1901087,169316060.22874463,1438555772.5485606,13.521539604052766,1.4515301988241216,12.332599422204746
000016.SH,上证50,2021,23,20210611,2074110714.283,154428108.73014396,169316106.10441878,1437838516.9130354,13.430914432212683,1.4425199282712275,12.249931574754484
000016.SH,上证50,2021,24,20210618,1999072708.046,154428213.80691588,169316005.38044268,1449278883.9421427,12.94499663478251,1.3793568168249155,11.806755678851543
000016.SH,上证50,2021,25,20210625,2053810863.198,154428096.69710708,169316299.4807143,1452510776.2632995,13.299463680021345,1.41397289215409,12.130024513274554
000016.SH,上证50,2021,26,20210702,2028836820.79,151706436.48791322,166471629.683771,1402941281.49264,13.373439306588958,1.4461309589745959,12.187282749883401
000016.SH,上证50,2021,27,20210709,1992417986.072,151706681.88751492,166625068.41990367,1393312306.4458907,13.133356825702027,1.4299866417991591,11.957492380744325
000016.SH,上证50,2021,28,20210716,1986757883.499,151706330.19017413,166625508.85120922,1361199197.1608946,13.096077671963094,1.4595643956026843,11.923491770237327
000016.SH,上证50,2021,29,20210723,1977045469.819,151706275.0340649,166777129.36429912,1360241384.8464108,13.032061260320736,1.4534519327554754,11.854415994296476
000016.SH,上证50,2021,30,20210730,1852144192.732,151706372.76259765,167548460.5550207,1358698659.8197677,12.20874350236021,1.3631751082890509,11.054379053060774
000016.SH,上证50,2021,31,20210806,1875980100.069,151706401.44697043,167941534.77123225,1359570098.6072989,12.365859859412433,1.379833303182157,11.170435607989623
000016.SH,上证50,2021,32,20210813,1896271923.909,151706634.51594096,167953770.24605235,1359160849.1595879,12.49959785845585,1.395178447850028,11.290439750956233
000016.SH,上证50,2021,33,20210820,1834960826.228,151707087.0117839,168831731.73564798,1360690641.6120455,12.095419287073048,1.3485510740737323,10.86857788736735
000016.SH,上证50,2021,34,20210827,1858348488.305,151706422.26414835,171997286.48538488,1375837488.3975189,12.249636241960006,1.3507034834975147,10.804522131009954
000016.SH,上证50,2021,35,20210903,1904618989.707,151706659.2507404,178206204.0970812,1402260833.2775426,12.554616910778124,1.3582487255636186,10.68772548833049
000016.SH,上证50,2021,36,20210910,1953678567.453,151706634.10145763,178205713.19243488,1402232371.7916665,12.87800351661898,1.3932630616398745,10.963052376122905
000016.SH,上证50,2021,37,20210917,1914376396.752,151706813.49675542,178206547.56611636,1397934265.1435509,12.61892167284196,1.3694323434839168,10.742458248015538
000016.SH,上证50,2021,38,20210924,1905582080.392,151706633.4847029,178205788.17511144,1397901644.184884,12.560967418633982,1.363173216312471,10.693154806618885
