ts_code,year,month,fund_name,上证50,消费50,红利指数,yearmth
008260.OF,2023,3,长城价值优选A,0.11831396458349791,0.25876403959787686,0.0,202303
008261.OF,2023,3,招商研究优选A,0.09487631515745669,0.06838166181113489,0.0,202303
008263.OF,2022,12,东方红品质优选两年定开,0.04654598899315962,0.04876171833802742,0.003803602827836311,202212
008264.OF,2023,3,南方ESG主题A,0.06520539802850472,0.06520539802850472,0.0,202303
008269.OF,2023,3,大成睿享A,0.10333004472665061,0.07163426096216569,0.0,202303
008271.OF,2023,3,大成优势企业A,0.06259637804147197,0.0,0.0,202303
008273.OF,2023,3,广发优质生活A,0.07652985204219845,0.2732791598467913,0.0,202303
008274.OF,2022,12,大成行业先锋A,0.01883415916320428,0.036595504875525126,0.0,202212
008277.OF,2022,12,财通资管行业精选,0.010763990687683935,0.07032410059279988,0.0,202212
008283.OF,2023,3,易方达金融行业,0.19704700896386285,0.0,0.0,202303
008286.OF,2023,3,易方达研究精选,0.2328308188630357,0.15629886670322252,0.0,202303
008290.OF,2023,3,华安现代生活,0.04821824783881871,0.08797258318971032,0.0,202303
008293.OF,2023,3,农银汇理创新医疗,0.053945306165602475,0.0,0.0,202303
008294.OF,2023,3,朱雀企业优胜A,0.06546017257862329,0.0,0.0,202303
008298.OF,2022,12,华夏中证银行ETF联接A,0.002623251715011161,0.0,0.002136330529182914,202212
008303.OF,2023,3,宝盈龙头优选A,0.23412554457282442,0.1496403367042691,0.0,202303
008306.OF,2023,3,方正富邦天璇灵活配置A,0.24673479036145857,0.14028143345583818,0.0,202303
008308.OF,2023,3,华夏见龙精选,0.0690917658922208,0.0690917658922208,0.0,202303
008311.OF,2023,3,圆信永丰优选价值A,0.11313493822983253,0.08090763417035103,0.0,202303
008314.OF,2023,3,摩根慧选成长A,0.07140064970219111,0.07140064970219111,0.0,202303
008318.OF,2023,3,博道久航A,0.10225718960336619,0.07098879573394819,0.0,202303
008326.OF,2023,3,西藏东财中证通信技术A,0.03734285731442387,0.0,0.0,202303
008328.OF,2023,3,诺安新兴产业,0.2764290638072412,0.21302940995946523,0.0,202303
008347.OF,2023,3,中信建投价值甄选A,0.025070408032414594,0.020584515492520408,0.0,202303
008353.OF,2023,3,泰达宏利消费行业量化精选A,0.1387251706748347,0.11393935374870152,0.0,202303
008359.OF,2023,3,华安医疗创新A,0.046729333369655554,0.0,0.0,202303
008371.OF,2023,3,华安汇智精选两年,0.08237547164398945,0.11394947018796531,0.0,202303
008372.OF,2023,3,富国阿尔法两年持有,0.07972695008815019,0.0,0.0,202303
008373.OF,2022,12,华泰柏瑞景气回报一年A,0.012309690613397532,0.06777484097291539,0.0007184909720116693,202212
008375.OF,2023,3,中欧启航三年持有期A,0.12329210756036224,0.0,0.0,202303
008378.OF,2022,12,兴全社会价值三年持有,0.0660304142859056,0.06816426526925465,0.012302112883076347,202212
008382.OF,2023,3,融通产业趋势,0.06522474582599584,0.0402437413088448,0.16359395028837725,202303
008384.OF,2023,3,银华汇益一年持有A,0.013658353075178032,0.009354450119572939,0.003186673814046792,202303
008390.OF,2022,12,国联安沪深300ETF联接A,8.110117201122878e-05,0.0009706006168038223,8.110117201122878e-05,202212
008399.OF,2023,3,华泰柏瑞中证科技100联接A,0.0012846276958178573,0.0,0.0,202303
008404.OF,2023,3,华泰紫金泰盈A,0.09561074193333408,0.04315183094992027,0.0,202303
008407.OF,2023,3,恒生前海恒生沪深港通细分行业龙头A,0.1476185730237209,0.08693825071003974,0.0,202303
008412.OF,2022,12,长盛竞争优势A,0.05181009131038498,0.05181009131038498,0.0,202212
008416.OF,2022,12,鹏扬景瑞三年定开A,0.008783293338860167,0.01550318032753166,0.0,202212
008418.OF,2022,12,惠升惠泽A,0.04076186386028284,0.0336461690602636,0.0,202212
008420.OF,2023,3,广发招泰A,0.05109969938645795,0.04154167537832021,0.0,202303
008422.OF,2022,12,中融研发创新A,0.007544969836943937,0.02211757428066489,0.0,202212
008424.OF,2023,3,中融品牌优选A,0.06465274966511583,0.239327481533815,0.0,202303
008467.OF,2023,3,博道嘉瑞A,0.04758041699189726,0.0,0.0,202303
008477.OF,2023,3,安信价值驱动三年持有,0.1784507459954376,0.08674283151387312,0.09597862259084199,202303
008479.OF,2022,12,景顺长城泰申回报,0.04506640120317602,0.032493470067707586,0.007471608199404673,202212
008480.OF,2023,3,永赢股息优选A,0.04158432340484903,0.0,0.03528547873166841,202303
008488.OF,2023,3,华商恒益稳健,0.015483537749281188,0.0,0.0,202303
008491.OF,2022,12,万家周期优势企业A,0.004500023705495913,0.013649091577152467,0.0,202212
008499.OF,2023,3,鹏扬景科A,0.015894862624202265,0.015894862624202265,0.0,202303
008507.OF,2022,12,交银内核驱动,0.13849548960400188,0.08540695216863561,0.06130325995684279,202212
008513.OF,2023,3,南方宝丰A,0.03126451293664222,0.02701703695433219,0.0,202303
008515.OF,2023,3,富兰克林国海基本面优选,0.038598401719187596,0.0,0.0,202303
008519.OF,2023,3,中金中证沪港深消费50A,0.11783081931887615,0.11783081931887615,0.0,202303
008526.OF,2023,3,华泰柏瑞行业精选A,0.0464757839206191,0.0464757839206191,0.0,202303
008531.OF,2022,12,惠升惠民A,0.05386585508872973,0.03942474708227664,0.0,202212
008537.OF,2023,3,兴银研究精选A,0.026210105484084787,0.0,0.0,202303
008545.OF,2023,3,泓德丰润三年持有,0.07848292729398892,0.0,0.0,202303
008546.OF,2023,3,南方产业优势两年持有A,0.11054831269123844,0.08928122905689387,0.0,202303
008551.OF,2023,3,西藏东财中证医药卫生A,0.18807209669976335,0.0,0.0,202303
008553.OF,2023,3,万家养老2035三年A,0.0009335057770531647,0.0,0.0,202303
008555.OF,2023,3,华商龙头优势,0.11702008654946422,0.0,0.12806023658886267,202303
008563.OF,2023,3,银河臻优稳健配置A,0.01028951325661549,0.01028951325661549,0.01013121305266756,202303
008585.OF,2023,3,华夏中证人工智能主题ETF联接A,1.4032673452189265e-05,7.037901756646845e-06,0.0,202303
008590.OF,2023,3,天弘中证全指证券公司ETF联接A,0.005851512451151921,0.0,0.0,202303
008592.OF,2023,3,天弘沪深300指数增强A,0.15807864051937653,0.06309940121526958,0.0,202303
008602.OF,2023,3,方正富邦新兴成长A,0.07094102642508385,0.0,0.0,202303
008625.OF,2023,3,国富平衡养老三年持有A,0.0009203708146668131,0.0,0.0008926864700761065,202303
008629.OF,2023,3,大成景瑞稳健配置A,0.03430238069004032,0.0,0.015017930842810568,202303
008631.OF,2023,3,国泰民泽平衡养老目标三年A,7.861065714381961e-06,0.0,7.861065714381961e-06,202303
008633.OF,2022,12,万家科技创新A,0.14959867738459903,0.0,0.0,202212
008635.OF,2022,12,华安科技创新A,0.012171467345293794,0.0,0.0,202212
008639.OF,2023,3,中欧预见养老2025一年持有(FOF)A,0.00638271769336967,0.0,0.01091875284634639,202303
008640.OF,2023,3,方正富邦科技创新A,0.029430120594228778,0.0,0.0,202303
008664.OF,2022,12,嘉实鑫和一年持有A,0.0103070164922915,0.004337991734685196,0.0,202212
008671.OF,2023,3,银华科技创新,0.0434431224037699,0.0,0.0,202303
008681.OF,2023,3,鹏华价值成长,0.08920975508262749,0.03209796054317088,0.0,202303
008697.OF,2023,3,交银养老2035三年A,0.007698969475316175,0.0,0.0,202303
008704.OF,2023,3,广发高股息优享A,0.06148090726325793,0.16265881605532181,0.0,202303
008709.OF,2023,3,银河龙头A,0.07857688848474315,0.07857688848474315,0.0,202303
008712.OF,2023,3,景顺长城品质成长A,0.12255765022620674,0.08686118836054928,0.0,202303
008715.OF,2023,3,景顺长城价值驱动一年持有,0.08125654652538089,0.0,0.0,202303
008716.OF,2023,3,鹏华优质回报两年定开,0.1062080622037731,0.1062080622037731,0.0,202303
008719.OF,2023,3,德邦安顺A,0.009209943359427786,0.0,0.0,202303
008723.OF,2023,3,永赢鑫享,0.010015117781318077,0.0,0.0,202303
008734.OF,2023,3,交银科锐科技创新A,0.05251358290454097,0.0,0.0,202303
008736.OF,2023,3,南方高股息主题A,0.19025915817043676,0.0,0.15692460539472627,202303
008749.OF,2022,12,富国中证科技50策略ETF联接A,0.0008358742107948729,0.0,0.0,202212
008754.OF,2022,12,泰康睿福优选配置3个月持有期(FOF)A,0.023833854171864097,0.0,0.0,202212
008757.OF,2023,3,九泰聚鑫A,0.1548726728770125,0.01961201475160687,0.03691856063188932,202303
008770.OF,2023,3,东方红安鑫甄选一年持有,0.018203932341094162,0.006394070994442664,0.0,202303
008773.OF,2022,12,中银景泰回报,0.013009292697189177,0.008447470790120664,0.024101657626534004,202212
008778.OF,2022,12,嘉实中证500指数增强A,0.003974173455746597,0.03473629542740169,0.01482277139813662,202212
008786.OF,2023,3,长城健康生活,0.03907645150868943,0.06592515639256702,0.0,202303
008793.OF,2023,3,博道嘉元A,0.0434190499620548,0.0,0.0,202303
008809.OF,2023,3,安信民稳增长A,0.18289373385229168,0.0,0.11901405479166413,202303
008831.OF,2023,3,海富通安益对冲A,0.0670825859064001,0.014463445283889119,0.0,202303
008833.OF,2023,3,银华汇盈一年持有A,0.013575219557003818,0.009262475419295691,0.00325411383034161,202303
008835.OF,2023,3,富国量化对冲策略三个月持有A,0.034250828523539896,0.02692886262535099,0.0,202303
008840.OF,2023,3,德邦大消费A,0.06493253135065455,0.1198708011647914,0.0,202303
008842.OF,2023,3,同泰远见A,0.04235432749508118,0.0,0.0,202303
008846.OF,2023,3,大成民稳增长A,0.02560607641457998,0.0,0.02560607641457998,202303
008848.OF,2023,3,中融智选对冲策略3个月定开,0.06668784587507649,0.03452317385638651,0.0,202303
008850.OF,2023,3,景顺长城价值稳进三年定开,0.08147863371676053,0.0,0.06074764268611671,202303
008854.OF,2023,3,南方内需增长两年持有A,0.11089812268622953,0.11089812268622953,0.0,202303
008856.OF,2023,3,华夏安泰对冲策略3个月定开,0.0757666116677592,0.03729432113711116,0.02799220285160175,202303
008860.OF,2023,3,民生加银龙头优选,0.04307412041977211,0.09111118419327245,0.0,202303
008866.OF,2023,3,博时产业新趋势A,0.0585376071185577,0.04051594867366506,0.0,202303
008869.OF,2022,12,大成恒享A,0.005482255804857397,0.006519259736193533,0.00277316477781554,202212
008871.OF,2023,3,大成睿裕六个月持有A,0.040700775830590286,0.0,0.0,202303
008878.OF,2023,3,国联安新蓝筹红利一年定开,0.08624006581652668,0.0963505146672167,0.0,202303
008887.OF,2023,3,华夏国证半导体芯片ETF联接A,0.0024338050364190776,0.0,0.0,202303
008891.OF,2023,3,安信价值成长A,0.17383712921518213,0.07563730528076666,0.01478252169690588,202303
008895.OF,2023,3,申万菱信量化对冲策略,0.09934097997579026,0.03281898401716008,0.0,202303
008901.OF,2023,3,富国内需增长A,0.1140465801587095,0.24418664226545989,0.0,202303
008903.OF,2023,3,广发科技先锋,0.13321836716586352,0.0,0.0,202303
008905.OF,2023,3,嘉合锦鹏添利A,0.022998500244684212,0.03288730580329095,0.009888805558606738,202303
008907.OF,2023,3,汇添富中证国企一带一路ETF联接A,0.00027202724016769876,0.0,0.0,202303
008919.OF,2022,12,永赢科技驱动A,0.03653544081854475,0.0194981828137928,0.0,202212
008923.OF,2023,3,建信医疗健康行业A,0.08934156387652262,0.0,0.0,202303
008928.OF,2023,3,泰达宏利中证主要消费红利A,0.023347685984318113,0.15825114069239152,0.10979517237578311,202303
008934.OF,2022,12,大成科技消费A,0.019747485435673742,0.03382905287244085,0.0,202212
008949.OF,2023,3,平安匠心优选A,0.14788401580837846,0.09982877915837944,0.0,202303
008954.OF,2023,3,安信价值回报三年持有A,0.2084094168736844,0.09956824350499492,0.0,202303
008955.OF,2023,3,交银创新领航,0.15815993967798278,0.1245904972781552,0.03289186667738592,202303
008958.OF,2023,3,嘉实回报精选,0.2899674709282025,0.22918106035875974,0.06078641056944282,202303
008961.OF,2022,12,华商科技创新,0.009959569328206483,0.02745952276006985,0.0,202212
008966.OF,2023,3,博时成长优选A,0.07890409580458885,0.0468175169236216,0.0,202303
008969.OF,2023,3,睿远均衡价值三年A,0.0544351815135218,0.0,0.0,202303
008975.OF,2023,3,富国中证消费50ETF联接A,0.005088108800324896,0.005766713523368689,0.000125991283708284,202303
008978.OF,2023,3,银华长丰,0.21094796002431276,0.10465755554495786,0.1362142905276072,202303
008979.OF,2023,3,万家民丰回报一年持有期,0.015402906738717123,0.0,0.0,202303
008980.OF,2022,12,中邮科技创新精选A,0.03807717268782564,0.0,0.0,202212
008985.OF,2023,3,东方红启东三年持有,0.027092580640417942,0.0,0.0,202303
008988.OF,2022,12,大成科技创新A,0.02567962464910039,0.02567962464910039,0.0,202212
008990.OF,2023,3,东方红匠心甄选一年持有,0.01250347737611908,0.006466632596731569,0.0,202303
009005.OF,2023,3,创金合信鑫祺A,0.03143332964193177,0.017331669956470667,0.0,202303
009007.OF,2022,12,兴全沪港深两年持有,0.019678109137825372,0.0,0.0,202212
009010.OF,2023,3,华夏兴阳一年持有,0.04468446834741891,0.07098736081431807,0.0,202303
009011.OF,2023,3,华夏睿阳一年持有,0.033905194403155925,0.033905194403155925,0.0,202303
009014.OF,2023,3,泓德睿泽,0.10338571717353698,0.03677824410511627,0.0,202303
009015.OF,2023,3,泓德睿享一年持有A,0.05825765085347774,0.038899991544902944,0.011381115627089027,202303
009023.OF,2023,3,鹏华稳健回报A,0.04030403131140014,0.0,0.0,202303
009025.OF,2022,12,海富通科技创新A,0.00010446051172843804,0.07776715200909254,0.0,202212
009026.OF,2023,3,中银高质量发展机遇A,0.04783328390288525,0.0,0.0,202303
009027.OF,2023,3,浦银安盛安远回报一年持有A,0.016365307800689965,0.005897992118268463,0.0,202303
009029.OF,2023,3,工银高质量成长A,0.03270287809426066,0.04627425366494303,0.0,202303
009031.OF,2023,3,工银聚和一年定开A,0.04287508330964827,0.0,0.017951247485053327,202303
009048.OF,2023,3,浦银安盛科技创新优选,0.02657304291666185,0.0,0.0,202303
009049.OF,2023,3,易方达高端制造,0.012008299990565357,0.0,0.012008299990565357,202303
009054.OF,2022,12,圆信永丰沣泰,0.02555241500537768,0.0,0.0,202212
009055.OF,2022,12,圆信永丰大湾区主题A,0.058540225743217426,0.0,0.010222545713282419,202212
009057.OF,2022,12,博时科技创新A,0.025179922432949357,0.004732170389255277,0.0,202212
009059.OF,2023,3,南方沪深300增强A,0.06073351479027918,0.02740011756051107,0.0,202303
009064.OF,2023,3,鹏扬景沃六个月持有A,0.007800003772527539,0.007800003772527539,0.01428923768032264,202303
009069.OF,2023,3,大成睿鑫A,0.12635733687124062,0.0,0.056420481674375474,202303
009073.OF,2023,3,德邦惠利A,0.3582487109581484,0.1353237722143685,0.12429535614379045,202303
009076.OF,2023,3,工银圆兴,0.09511850303648967,0.09187936511939471,0.0,202303
009077.OF,2023,3,红土创新稳进A,0.06875096459982062,0.007972904012468047,0.024554841135830133,202303
009086.OF,2023,3,鹏华价值共赢两年持有期,0.1586774199596056,0.1870502442371142,0.0,202303
009092.OF,2023,3,富国新材料新能源A,0.03069424883323877,0.054825997452059856,0.0,202303
009096.OF,2022,12,鹏华安泽A,0.011130769429853794,0.0009573607114142524,0.00289938715446381,202212
009098.OF,2023,3,景顺长城价值领航两年持有期,0.08207921869169256,0.0,0.0,202303
009100.OF,2023,3,安信稳健增利A,0.08420342348019809,0.0,0.06106459701231007,202303
009102.OF,2023,3,鹏扬红利优选A,0.15443972376686962,0.054330922877390914,0.02710531512553987,202303
009106.OF,2023,3,嘉合同顺智选A,0.1621932536709923,0.06656709533509333,0.0166999104986658,202303
009114.OF,2023,3,鹏扬景泓回报A,0.017111082078174113,0.0,0.0,202303
009116.OF,2023,3,东兴中证消费50A,0.39284006909945435,0.4056903641326661,0.0,202303
009119.OF,2023,3,广发品质回报A,0.08978662459140864,0.14735071038353476,0.0,202303
009121.OF,2023,3,广发招享A,0.05525551469802614,0.04160130535372396,0.0,202303
009124.OF,2022,12,华泰保兴科荣A,0.012025063242356719,0.012025063242356719,0.0,202212
009128.OF,2022,12,明亚价值长青A,0.02248224901164044,0.0,0.0,202212
009130.OF,2023,3,鹏扬景恒A,0.0077853239926783885,0.0077853239926783885,0.0115881553275636,202303
009133.OF,2023,3,汇安嘉利A,0.04564959696840337,0.04263746979870369,0.0,202303
009135.OF,2023,3,广发恒隆一年持有期A,0.01048526580215878,0.009704302843063709,0.0,202303
009141.OF,2022,12,泰达价值长青A,0.007736651982040321,0.0052028874879096135,0.0004734111098228358,202212
009144.OF,2023,3,博时荣升稳健添利A,0.01620408436880484,0.019514210919982095,0.0,202303
009147.OF,2022,12,建信新能源A,0.030814285834898886,0.02544681319664509,0.0,202212
009152.OF,2023,3,南方瑞盛三年持有A,0.08796675465587162,0.07033912887115183,0.0,202303
009154.OF,2023,3,海富通富盈A,0.003034660770402179,0.0,0.0,202303
009156.OF,2023,3,海富通富泽A,0.01304048220005358,0.009987576422408394,0.005146674957977987,202303
009162.OF,2023,3,富国医药成长30,0.059417085146859124,0.0,0.0,202303
009164.OF,2022,12,中加聚庆六个月定开A,0.010759070921870985,0.0016034052965092174,0.017848090918199257,202212
009174.OF,2023,3,东方红颐和稳健养老目标两年持有A,0.0019202961011576844,0.0037567547824874847,0.0,202303
009179.OF,2023,3,嘉实中证主要消费ETF联接A,0.0035418259485574728,0.0035418259485574728,0.0,202303
009190.OF,2023,3,景顺长城核心优选一年,0.05094712348115564,0.05094712348115564,0.0,202303
009194.OF,2023,3,泰达宏利中证申万绩优策略指数增强型A,0.23437339069794255,0.11366951167823702,0.0,202303
009199.OF,2022,12,万家价值优势一年持有,0.11238681695843589,0.0,0.10858822865295693,202212
009200.OF,2023,3,华安金享,0.049423737763639564,0.0,0.0,202303
009201.OF,2023,3,中邮优享一年定开A,0.015353565010665648,0.0,0.0,202303
009209.OF,2022,12,长信稳利资产配置一年,0.0013160325445106312,0.0,0.0018694533683340873,202212
009215.OF,2023,3,易方达瑞川A,0.0703056027121166,0.0429860448052834,0.04275400285883396,202303
009217.OF,2022,12,博时荣丰回报A,0.04772883960679426,0.013557351929726097,0.0,202212
009223.OF,2022,12,宝盈现代服务业A,0.10714109978195908,0.06730454674795892,0.0,202212
009240.OF,2023,3,泰康蓝筹优势,0.19217887224894725,0.22999012074718544,0.0,202303
009242.OF,2023,3,中加核心智造A,0.060899963610541424,0.032006688623917486,0.060899963610541424,202303
009244.OF,2023,3,国寿安保稳丰6个月持有A,0.0037158472005589934,0.007535892003171483,0.0037158472005589934,202303
009247.OF,2023,3,易方达磐恒九个月持有A,0.027226597897785164,0.01538373514916488,0.0,202303
009249.OF,2023,3,易方达磐泰一年持有A,0.01503155952533001,0.0,0.005221640482514878,202303
009260.OF,2023,3,民生加银聚利6个月持有A,0.0065063413971687325,0.0032800569985836714,0.0063909200507003446,202303
009263.OF,2023,3,华宝红利精选A,0.06540653915642872,0.0,0.10950798487447944,202303
009264.OF,2023,3,泓德瑞兴三年持有,0.06280279444418457,0.030881564494714867,0.0,202303
009265.OF,2023,3,易方达消费精选,0.1316847064138761,0.17535588918062636,0.0,202303
009266.OF,2023,3,鹏扬景合六个月持有,0.014288276866680957,0.00644669842373567,0.0,202303
009268.OF,2022,12,创金合信稳健增利6个月持有期A,0.008320044188917101,0.02598434843140443,0.0,202212
009285.OF,2023,3,泰康招泰尊享一年持有A,0.013914734067785471,0.005976353517518515,0.03853013336449815,202303
009296.OF,2023,3,南方誉慧一年持有A,0.029248174070494612,0.030736707793573254,0.0,202303
009312.OF,2023,3,前海联合价值优选A,0.23505417958633168,0.0,0.0,202303
009317.OF,2023,3,金信核心竞争力,0.07861193759658744,0.0,0.0,202303
009327.OF,2022,12,东兴兴晟A,0.021023848696964605,0.004942463744276313,0.013564336548948971,202212
009330.OF,2023,3,鹏华成长价值A,0.08746732803877584,0.06733917310692827,0.0,202303
009332.OF,2023,3,博时恒裕6个月持有A,0.03731500732988861,0.012172608765932165,0.004928513468862761,202303
009334.OF,2023,3,富国融享18个月A,0.10852530743729999,0.07993211381819174,0.0,202303
009341.OF,2023,3,易方达均衡成长,0.05266794609008057,0.05266794609008057,0.0,202303
009342.OF,2023,3,易方达优质企业三年持有,0.22655407506364805,0.15832735401989018,0.0,202303
009345.OF,2023,3,中银顺兴回报一年持有A,0.017694607613136876,0.02179859802467176,0.0,202303
009351.OF,2023,3,南方誉丰18个月持有A,0.017566887812476305,0.014286402378272695,0.0,202303
009353.OF,2023,3,浙商科技创新一个月滚动持有A,0.0651457752171143,0.0,0.0,202303
009362.OF,2022,12,招商丰盈积极配置A,0.07183349683306607,0.0,0.020016119052312258,202212
009364.OF,2023,3,工银科技创新6个月A,0.04824727389150687,0.0,0.0,202303
009366.OF,2023,3,浦银安盛科技创新一年定开A,0.04458476931364903,0.0,0.0,202303
009370.OF,2023,3,浦银安盛睿和优选3个月持有A,0.032498143746638966,0.0,0.07464827573017847,202303
009372.OF,2023,3,浦银安盛嘉和稳健一年持有A,0.033444224437501766,0.0,0.07008764488282332,202303
009377.OF,2022,12,招商瑞恒一年持有A,0.030982605440116738,0.003849362025111647,0.0,202212
009383.OF,2022,12,人保稳进配置三个月持有,0.0034107971191510685,0.006950084276486909,0.0,202212
009385.OF,2022,12,天弘永裕平衡养老目标三年A,0.00032510004606510403,0.0,0.0,202212
009387.OF,2023,3,嘉实稳福A,0.005937546300816844,0.0,0.0,202303
009391.OF,2023,3,汇添富优质成长A,0.11536304431424498,0.09122812749787221,0.0,202303
009394.OF,2022,12,银华同力精选,0.07997319060447074,0.0072174928934019816,0.0,202212
009395.OF,2023,3,鑫元安鑫回报A,0.049916245451001935,0.06072459362260229,0.0,202303
009398.OF,2023,3,华富成长企业精选,0.11046299143437172,0.0,0.0,202303
009402.OF,2023,3,交银启明A,0.04044018840626435,0.030727252992167768,0.04044018840626435,202303
009409.OF,2022,12,华安添福18个月持有A,0.009669107479151421,0.0,0.0,202212
009412.OF,2023,3,易方达招易一年持有A,0.017211936495545064,0.01327856128721996,0.0,202303
009414.OF,2023,3,中银大健康A,0.05585020420879158,0.0,0.0,202303
009415.OF,2022,12,中邮瑞享两年定开A,0.010141839513653467,0.014220969650479543,0.0,202212
009423.OF,2023,3,招商瑞信稳健配置A,0.0054312867697390525,0.0,0.004014205227641459,202303
009426.OF,2023,3,鹏扬景惠六个月持有A,0.01531067004691671,0.00780543963176146,0.0,202303
009428.OF,2023,3,鹏扬景沣六个月持有A,0.017900920972469432,0.00779951207897608,0.01516313305903293,202303
009437.OF,2022,12,信澳科技创新一年定开A,0.015034056992086122,0.015218343647164144,0.002147886996890042,202212
009447.OF,2022,12,财通资管科技创新一年定开,0.043135097859396454,0.0,0.0,202212
009448.OF,2022,12,泰康申润一年持有A,0.011311268585626724,0.003418724109781701,0.006358081224026792,202212
009468.OF,2022,12,博时健康成长主题双周定期可赎回A,0.04671864832774284,0.008437202194769993,0.0,202212
009474.OF,2023,3,国泰致远优势,0.06916047843943866,0.11794435036077525,0.0,202303
009475.OF,2023,3,汇丰晋信慧盈,0.03611247527757092,0.0,0.0,202303
009476.OF,2023,3,建信食品饮料行业A,0.18025631950022186,0.4734732994022541,0.0,202303
009481.OF,2022,12,国泰宏益一年A,0.027941381767197154,0.00621925527256329,0.003795858414445369,202212
009488.OF,2023,3,中邮价值精选A,0.12558134116348116,0.08978434709135838,0.0,202303
009490.OF,2022,12,泰康科技创新一年定开,0.05879665240782761,0.05031872637867405,0.012480656109318134,202212
009493.OF,2023,3,大成尊享18个月持有A,0.0224709420968706,0.0,0.0224709420968706,202303
009500.OF,2023,3,国寿安保高股息A,0.11947887380184405,0.0,0.1763831169004919,202303
009507.OF,2023,3,国金鑫意医药消费A,0.35363830571239246,0.2691108068772729,0.0,202303
009511.OF,2022,12,信澳研究优选A,0.01229627960019542,0.012377376007973381,0.0023745244164742954,202212
009513.OF,2022,12,创金合信同顺创业板A,0.01689829272185541,0.015939084280976738,0.009390269607841582,202212
009525.OF,2023,3,广发聚荣一年持有A,0.0037890737841599397,0.004062534595418962,0.0,202303
009527.OF,2023,3,浙商汇金新兴消费,0.11591720215009294,0.2074661464957351,0.0,202303
009531.OF,2023,3,九泰锐和18个月定开,0.13059365143419382,0.05782646111814187,0.0,202303
009537.OF,2022,12,太平行业优选A,0.06720197444605627,0.0,0.0,202212
009539.OF,2023,3,兴业睿进A,0.13392494537116878,0.1124357663967037,0.0,202303
009542.OF,2023,3,银华富利精选A,0.1351185915738936,0.18366053386213052,0.0,202303
009545.OF,2023,3,博时鑫荣稳健A,0.016002933515716942,0.0,0.0,202303
009548.OF,2023,3,汇添富中盘价值精选A,0.06334902152764754,0.19679670925306056,0.0,202303
009550.OF,2023,3,汇添富开放视野中国优势A,0.11140262614001989,0.10678162906001498,0.0,202303
009556.OF,2023,3,兴全合丰三年持有,0.19360300713692044,0.15803134607147948,0.0,202303
009558.OF,2022,12,嘉实稳惠6个月持有A,0.0126536352274436,0.00010393296107959788,0.0,202212
009564.OF,2023,3,汇安消费龙头A,0.18879249793251132,0.2291948795135686,0.0,202303
009566.OF,2022,12,汇安泓阳三年持有,0.07688178638385833,0.0,0.0,202212
009568.OF,2022,12,浙商智多宝稳健一年持有期A,0.0031509850427867063,0.0059851489090792616,0.0,202212
009570.OF,2023,3,鹏华匠心精选A,0.18749218871320839,0.13018282010707521,0.0,202303
009572.OF,2023,3,南方养老2040三年A,0.006483248811892469,0.0,0.006483248811892469,202303
009573.OF,2023,3,南方养老2045三年A,0.0025665964541680066,0.00278787423533503,0.0025665964541680066,202303
009576.OF,2023,3,东方红智远三年持有期,0.13165590295506432,0.09882572421076805,0.04724146023953723,202303
009591.OF,2023,3,博时研究精选一年持有A,0.05624038508041405,0.03803638741458087,0.0,202303
009595.OF,2023,3,山西证券裕桓一年持有,0.11518631705899772,0.0,0.0,202303
009596.OF,2022,12,泰康创新成长A,0.08771344665356472,0.032787935030763785,0.0,202212
009598.OF,2022,12,景顺长城科技创新三年定开,0.03393818057339211,0.013716874195283973,0.0,202212
009606.OF,2022,12,长信稳健精选A,0.051077645615541824,0.02448485988560327,0.0,202212
009611.OF,2023,3,兴全汇享一年持有A,0.019630805523743328,0.009352272149569109,0.0,202303
009618.OF,2023,3,交银启汇A,0.15247658623888982,0.09450416781428121,0.0,202303
009621.OF,2023,3,中欧心益稳健6个月持有期A,0.03710636208349623,0.0,0.011804946912318145,202303
009623.OF,2023,3,长城创新驱动A,0.034369887279897586,0.0,0.0,202303
009630.OF,2023,3,浦银安盛ESG责任投资A,0.0829515816014106,0.0,0.0,202303
009636.OF,2022,12,华泰柏瑞景气优选A,0.011858985807308884,0.06754170618414623,0.0004181544486761159,202212
009640.OF,2023,3,中银证券优选行业龙头A,0.15479046794195464,0.0,0.0,202303
009646.OF,2022,12,南方核心成长A,0.05157231311865339,0.035750489801775975,0.0,202212
009649.OF,2023,3,嘉实精选平衡A,0.09476966563681567,0.0,0.03616141276079849,202303
009653.OF,2023,3,大成丰享回报A,0.015053521200366134,0.0,0.023699053365665832,202303
009658.OF,2022,12,汇丰晋信中小盘低波动策略A,0.03615278194208483,0.015179960997679341,0.07781014321088346,202212
009659.OF,2023,3,民生加银新动能一年定开A,0.049738274667198504,0.049738274667198504,0.0,202303
009661.OF,2023,3,平安研究睿选A,0.07208594808959519,0.12001922271757677,0.0,202303
009663.OF,2023,3,华泰紫金科技创新3年封闭运作A,0.10953534359781068,0.0,0.0,202303
009671.OF,2023,3,平安恒泽A,0.02169335866990908,0.0,0.0,202303
009681.OF,2022,12,南方创新精选一年定期A,0.04333935212859795,0.04263698985394818,0.0,202212
009683.OF,2023,3,汇添富创新增长一年定开A,0.03220893884979483,0.0,0.0,202303
009688.OF,2023,3,万家鑫动力,0.0857263948538767,0.14356426517970822,0.0,202303
009689.OF,2023,3,易方达瑞锦A,0.007371198989971248,0.0,0.016453359574976588,202303
